Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,Sales,5,5,Marketing,1,756,1,Female,41,3,2,Sales Representative,4,Single,7353,6272,3,Y,Yes,12,3,2,80,0,0,2,3,0,0,0,0
33,No,Non-Travel,Research & Development,23,2,Marketing,1,757,2,Female,54,3,2,Manufacturing Director,3,Married,4239,18645,2,Y,No,16,3,4,80,0,4,1,1,1,1,0,1
48,No,Travel_Rarely,Sales,4,2,Life Sciences,1,758,4,Female,63,3,3,Sales Executive,3,Married,4267,6006,2,Y,No,14,3,3,80,3,4,2,2,0,0,0,0
28,No,Travel_Rarely,Research & Development,7,3,Human Resources,1,759,4,Male,53,3,1,Healthcare Representative,4,Single,1299,21180,2,Y,No,21,3,1,80,0,7,2,3,6,4,3,1
33,No,Non-Travel,Sales,24,3,Human Resources,1,760,3,Male,92,3,4,Sales Representative,4,Married,2954,21080,1,Y,No,17,3,2,80,0,18,0,4,14,10,0,10
25,No,Travel_Rarely,Sales,13,1,Life Sciences,1,761,4,Male,92,3,2,Sales Representative,4,Married,3974,6533,2,Y,No,24,3,3,80,0,3,5,3,3,2,2,3
21,No,Travel_Rarely,Sales,10,1,Other,1,762,3,Male,39,3,2,Sales Representative,3,Married,5462,22585,3,Y,No,24,4,1,80,3,5,2,4,1,1,0,0
57,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,763,2,Female,34,3,4,Laboratory Technician,3,Single,10464,22083,4,Y,No,17,3,1,80,1,7,2,3,5,4,0,0
21,No,Travel_Frequently,Research & Development,4,4,Marketing,1,764,3,Male,82,4,5,Laboratory Technician,4,Married,16689,11839,1,Y,Yes,25,3,1,80,1,14,3,3,11,7,1,1
42,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,765,3,Female,57,3,2,Healthcare Representative,1,Single,5786,18927,3,Y,No,14,3,3,80,0,10,4,3,9,8,4,3
20,No,Travel_Rarely,Sales,15,4,Human Resources,1,766,2,Male,94,2,1,Sales Representative,3,Married,5560,6763,1,Y,No,13,3,2,80,0,15,4,3,14,9,0,5
49,No,Non-Travel,Research & Development,21,3,Life Sciences,1,767,1,Female,74,3,4,Manufacturing Director,4,Married,3662,22505,2,Y,No,17,3,4,80,0,5,3,3,2,2,2,1
20,No,Travel_Rarely,Research & Development,11,4,Medical,1,768,3,Male,95,3,2,Laboratory Technician,3,Married,1756,25212,1,Y,No,19,3,3,80,1,4,0,3,1,1,1,1
44,No,Travel_Rarely,Research & Development,19,3,Medical,1,769,1,Male,78,3,5,Research Scientist,3,Single,3417,21015,3,Y,No,14,3,4,80,0,16,4,3,14,4,3,0
46,Yes,Travel_Rarely,Research & Development,21,2,Life Sciences,1,770,3,Female,69,2,5,Laboratory Technician,3,Married,4344,15572,3,Y,No,16,4,3,80,1,11,3,3,7,6,3,0
49,No,Travel_Rarely,Sales,24,3,Medical,1,771,2,Male,95,3,1,Sales Representative,1,Divorced,8824,4803,2,Y,No,17,3,3,80,1,3,3,4,2,1,1,2
36,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,772,3,Male,37,3,5,Healthcare Representative,3,Single,6712,21435,2,Y,No,20,4,4,80,0,9,5,2,9,2,2,0
38,No,Travel_Rarely,Research & Development,15,3,Marketing,1,773,3,Male,56,3,2,Healthcare Representative,4,Divorced,5613,16140,4,Y,Yes,13,4,3,80,3,14,4,3,11,7,3,8
22,No,Travel_Rarely,Sales,16,1,Human Resources,1,774,1,Male,46,3,3,Sales Representative,2,Married,3468,4758,3,Y,No,15,3,3,80,0,9,4,3,6,4,0,4
35,No,Travel_Rarely,Research & Development,14,5,Technical Degree,1,775,2,Male,97,3,1,Research Scientist,1,Married,1496,3883,2,Y,No,22,4,3,80,0,9,2,3,8,1,0,0
45,No,Travel_Rarely,Research & Development,29,2,Technical Degree,1,776,3,Female,73,3,4,Laboratory Technician,4,Single,1551,22580,8,Y,No,24,3,4,80,2,6,3,3,3,1,0,2
59,No,Travel_Rarely,Sales,5,2,Life Sciences,1,777,4,Male,60,2,3,Sales Executive,2,Single,1811,17436,2,Y,Yes,11,3,3,80,0,6,5,4,5,3,2,2
39,No,Travel_Frequently,Research & Development,26,3,Life Sciences,1,778,4,Male,34,2,3,Research Scientist,2,Divorced,4124,5328,4,Y,No,16,3,3,80,0,5,3,3,5,4,0,5
38,No,Travel_Rarely,Research & Development,17,3,Medical,1,779,3,Male,89,3,4,Healthcare Representative,4,Married,8923,17231,2,Y,No,15,3,2,80,1,13,1,3,13,7,0,2
23,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,780,4,Female,48,3,2,Research Scientist,4,Single,8780,15600,7,Y,Yes,17,4,3,80,0,13,4,3,12,8,4,2
18,No,Travel_Rarely,Research & Development,19,4,Human Resources,1,781,2,Female,71,3,2,Healthcare Representative,4,Married,7912,18796,2,Y,No,25,3,2,80,3,15,0,3,12,8,2,0
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,782,2,Male,52,2,4,Healthcare Representative,4,Single,3608,20655,5,Y,No,19,3,4,80,0,2,4,3,0,0,0,0
58,No,Travel_Rarely,Research & Development,29,3,Other,1,783,2,Male,46,3,3,Healthcare Representative,1,Divorced,9764,12442,2,Y,No,21,3,3,80,0,11,5,3,9,2,0,0
29,No,Travel_Frequently,Research & Development,27,4,Life Sciences,1,784,3,Male,87,3,5,Research Scientist,4,Married,2811,12839,2,Y,No,14,3,1,80,2,13,2,3,9,1,1,0
43,No,Travel_Rarely,Sales,28,1,Technical Degree,1,785,2,Female,78,4,5,Sales Representative,3,Divorced,8201,2522,6,Y,No,19,3,1,80,0,9,2,3,7,1,0,7
51,No,Travel_Rarely,Research & Development,27,3,Life Sciences,1,786,1,Female,32,3,2,Research Scientist,4,Divorced,1799,12771,4,Y,No,23,4,2,80,2,12,2,3,9,2,0,1
31,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,787,3,Female,74,3,2,Laboratory Technician,3,Single,2425,14688,4,Y,No,16,4,1,80,0,14,5,3,12,3,0,0
43,Yes,Travel_Frequently,Research & Development,9,1,Marketing,1,788,3,Male,64,3,1,Healthcare Representative,3,Married,13247,2994,3,Y,Yes,15,3,4,80,0,8,3,2,4,3,0,4
44,No,Travel_Rarely,Human Resources,21,3,Life Sciences,1,789,2,Male,31,3,3,Human Resources,3,Married,4348,9516,2,Y,Yes,12,3,4,80,0,4,3,4,4,3,0,4
26,No,Non-Travel,Research & Development,14,4,Marketing,1,790,1,Male,76,1,2,Manufacturing Director,3,Married,3266,13684,2,Y,No,11,3,4,80,0,1,3,3,0,0,0,0
43,No,Travel_Rarely,Sales,20,3,Medical,1,791,2,Male,32,2,3,Sales Executive,4,Divorced,9524,2842,4,Y,Yes,18,3,4,80,1,5,2,4,3,1,0,0
39,No,Travel_Frequently,Sales,21,3,Life Sciences,1,792,3,Male,58,4,1,Sales Executive,3,Married,10202,24622,2,Y,No,22,3,3,80,0,8,2,2,7,1,0,0
47,No,Travel_Rarely,Sales,20,5,Other,1,793,3,Male,49,3,1,Sales Executive,3,Single,3789,23350,1,Y,No,22,3,4,80,1,11,4,2,10,6,2,0
60,No,Travel_Frequently,Research & Development,28,2,Medical,1,794,2,Female,63,4,1,Manufacturing Director,3,Divorced,5808,6383,2,Y,No,16,3,4,80,0,1,6,3,1,1,1,1
34,No,Non-Travel,Research & Development,21,1,Marketing,1,795,3,Male,69,3,1,Research Scientist,3,Single,5335,9625,0,Y,No,24,3,4,80,0,5,0,3,1,1,1,1
43,No,Travel_Rarely,Human Resources,23,4,Medical,1,796,4,Female,94,3,3,Human Resources,4,Single,1009,16274,4,Y,No,17,3,4,80,0,10,0,2,7,2,1,4
53,No,Travel_Rarely,Research & Development,11,4,Medical,1,797,2,Male,92,2,1,Laboratory Technician,4,Married,2127,12697,4,Y,No,16,3,3,80,1,3,2,2,0,0,0,0
18,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,798,4,Female,85,4,1,Research Scientist,4,Divorced,8650,3121,8,Y,No,20,3,1,80,0,4,3,3,1,1,1,1
25,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,799,2,Female,61,3,1,Healthcare Representative,4,Married,2982,14530,3,Y,Yes,23,4,3,80,0,4,2,3,0,0,0,0
52,No,Travel_Rarely,Research & Development,20,4,Medical,1,800,2,Female,95,2,3,Laboratory Technician,4,Single,6754,13418,1,Y,No,24,3,3,80,2,5,6,3,1,1,1,1
32,No,Travel_Rarely,Research & Development,24,4,Medical,1,801,2,Female,70,2,4,Laboratory Technician,3,Married,5754,3234,3,Y,No,17,3,3,80,0,5,2,3,1,1,0,1
39,No,Travel_Rarely,Research & Development,23,2,Life Sciences,1,802,1,Female,58,3,1,Laboratory Technician,3,Married,10190,18137,1,Y,No,19,3,4,80,0,5,0,3,3,1,1,3
31,No,Travel_Rarely,Research & Development,25,1,Marketing,1,803,1,Male,80,2,3,Laboratory Technician,4,Married,2168,26578,6,Y,No,24,3,4,80,0,4,2,4,3,1,1,2
43,No,Travel_Rarely,Research & Development,5,3,Marketing,1,804,2,Male,41,2,2,Manufacturing Director,3,Single,6226,17275,2,Y,Yes,15,3,3,80,0,18,5,2,14,11,5,2
45,No,Travel_Frequently,Research & Development,22,4,Life Sciences,1,805,4,Female,73,3,1,Healthcare Representative,4,Married,4725,10523,5,Y,No,11,3,1,80,1,8,1,3,4,2,1,4
40,No,Travel_Rarely,Sales,27,4,Life Sciences,1,806,4,Female,39,2,3,Sales Representative,3,Divorced,3059,23303,4,Y,No,11,3,2,80,0,10,3,3,8,7,7,0
31,No,Travel_Rarely,Sales,24,4,Medical,1,807,3,Female,38,3,1,Sales Representative,3,Single,3047,6647,4,Y,No,19,3,2,80,1,1,2,2,0,0,0,0
41,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,808,1,Male,58,3,3,Manufacturing Director,2,Single,5633,12818,7,Y,No,15,3,2,80,0,4,3,3,1,1,1,1
19,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,809,3,Male,58,3,1,Research Scientist,3,Divorced,7171,17535,3,Y,No,24,4,3,80,3,8,0,3,8,7,0,5
43,No,Travel_Rarely,Sales,14,3,Life Sciences,1,810,3,Female,90,3,5,Sales Executive,4,Married,5105,20232,3,Y,No,23,3,1,80,0,4,3,3,0,0,0,0
31,No,Travel_Frequently,Sales,11,4,Human Resources,1,811,4,Female,93,2,1,Sales Executive,3,Divorced,5202,25470,4,Y,No,23,3,1,80,1,8,2,3,4,4,3,2
24,No,Non-Travel,Research & Development,21,4,Marketing,1,812,4,Male,32,3,2,Healthcare Representative,3,Single,3644,3704,1,Y,No,21,3,3,80,0,6,5,3,6,6,3,1
20,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,813,4,Male,33,3,4,Research Scientist,4,Single,3792,6533,0,Y,No,25,3,4,80,1,10,4,3,6,3,0,6
40,No,Travel_Rarely,Sales,20,1,Life Sciences,1,814,2,Male,84,3,1,Sales Representative,3,Married,3054,15744,2,Y,Yes,23,3,1,80,1,4,2,3,0,0,0,0
60,No,Travel_Rarely,Sales,8,4,Marketing,1,815,3,Male,43,3,2,Sales Executive,3,Married,3600,6852,3,Y,No,12,3,4,80,0,6,6,3,2,2,1,2
35,No,Travel_Rarely,Sales,12,3,Medical,1,816,2,Male,57,3,2,Sales Executive,4,Married,7022,24997,1,Y,No,25,3,3,80,0,7,0,2,7,2,0,0
55,No,Travel_Rarely,Sales,3,3,Technical Degree,1,817,4,Male,92,3,2,Sales Executive,4,Married,7508,17401,1,Y,No,13,3,1,80,0,3,4,3,1,1,1,1
52,Yes,Non-Travel,Research & Development,21,3,Other,1,818,2,Female,68,2,1,Manufacturing Director,1,Single,2285,2339,5,Y,No,11,4,3,80,0,10,2,4,8,4,4,1
32,No,Travel_Rarely,Sales,15,3,Medical,1,819,1,Male,93,3,1,Sales Representative,3,Married,2870,11563,2,Y,No,16,3,4,80,0,9,2,3,9,5,1,4
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,820,1,Male,89,3,3,Research Scientist,3,Married,3209,16995,3,Y,No,22,3,3,80,0,30,2,3,28,3,3,1
54,No,Travel_Rarely,Research & Development,26,4,Technical Degree,1,821,4,Female,49,3,2,Laboratory Technician,2,Married,4729,8936,2,Y,No,16,3,3,80,0,4,3,3,1,1,0,0
45,No,Travel_Rarely,Human Resources,28,2,Human Resources,1,822,3,Female,57,2,3,Human Resources,3,Married,1790,9152,1,Y,No,13,3,4,80,0,15,1,3,12,5,2,0
27,No,Travel_Rarely,Sales,7,2,Medical,1,823,3,Female,43,2,1,Sales Representative,3,Married,2900,12614,3,Y,Yes,25,3,4,80,1,5,3,4,5,1,1,1
56,No,Travel_Rarely,Sales,17,3,Marketing,1,824,4,Male,87,3,2,Sales Representative,1,Married,2140,18106,2,Y,Yes,13,3,1,80,0,4,2,2,3,3,1,0
34,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,825,4,Female,68,3,2,Sales Representative,3,Single,6249,3650,4,Y,No,17,3,4,80,0,4,4,3,0,0,0,0
56,No,Travel_Rarely,Sales,20,5,Life Sciences,1,826,2,Male,87,3,3,Sales Representative,1,Married,4828,20035,1,Y,Yes,25,3,4,80,1,10,3,3,9,2,2,5
39,No,Travel_Rarely,Research & Development,18,4,Marketing,1,827,2,Female,44,3,2,Laboratory Technician,3,Single,3723,4316,3,Y,Yes,11,3,4,80,1,5,4,3,1,1,1,1
43,No,Travel_Rarely,Sales,18,4,Other,1,828,4,Female,32,2,2,Sales Representative,4,Married,2596,20810,2,Y,No,15,3,4,80,2,5,4,2,3,2,0,2
42,No,Travel_Rarely,Sales,29,2,Medical,1,829,4,Male,34,3,2,Sales Executive,4,Divorced,3758,10590,2,Y,No,23,3,3,80,2,2,2,3,0,0,0,0
34,No,Travel_Frequently,Research & Development,15,1,Technical Degree,1,830,3,Male,71,3,1,Laboratory Technician,2,Married,3502,13208,4,Y,No,13,4,2,80,1,14,0,1,11,4,0,2
30,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,831,3,Male,44,3,2,Research Scientist,1,Single,13105,18472,0,Y,Yes,15,3,3,80,0,11,2,3,10,9,1,10
37,No,Travel_Rarely,Sales,28,2,Life Sciences,1,832,2,Female,32,1,1,Sales Executive,2,Divorced,8939,5060,1,Y,No,21,3,3,80,1,9,5,3,9,2,1,1
42,No,Travel_Rarely,Sales,28,4,Medical,1,833,4,Male,64,3,3,Sales Representative,3,Single,3247,16178,0,Y,Yes,24,3,4,80,1,6,3,2,2,1,1,2
21,No,Travel_Rarely,Sales,3,3,Life Sciences,1,834,3,Female,36,2,2,Sales Representative,2,Single,5426,13002,3,Y,No,14,3,4,80,1,3,4,4,1,1,1,1
27,No,Travel_Rarely,Human Resources,19,5,Medical,1,835,3,Male,53,4,2,Human Resources,3,Married,8660,14932,1,Y,No,16,3,4,80,0,11,5,3,7,7,1,3
20,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,836,1,Male,60,3,2,Manufacturing Director,2,Married,3246,13328,3,Y,No,22,3,4,80,1,4,5,3,4,4,4,3
58,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,837,4,Female,33,3,1,Research Scientist,4,Single,2100,6096,2,Y,No,19,4,2,80,1,5,3,3,1,1,0,1
35,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,838,3,Female,32,3,2,Healthcare Representative,3,Married,1672,3454,4,Y,Yes,12,3,4,80,0,11,3,2,8,8,2,6
53,No,Travel_Rarely,Research & Development,22,2,Medical,1,839,2,Female,38,4,4,Laboratory Technician,2,Married,10544,11339,4,Y,No,20,3,2,80,1,33,4,3,33,24,2,2
39,No,Travel_Rarely,Sales,17,3,Life Sciences,1,840,3,Male,97,4,3,Sales Executive,4,Single,4382,18917,2,Y,No,18,3,1,80,0,9,4,2,9,5,0,0
51,No,Travel_Frequently,Research & Development,1,3,Medical,1,841,3,Male,89,2,3,Manufacturing Director,2,Married,5853,6447,6,Y,No,24,4,3,80,1,13,3,3,9,3,0,3
25,No,Non-Travel,Research & Development,11,3,Human Resources,1,842,3,Male,40,3,4,Laboratory Technician,1,Married,3482,19260,3,Y,Yes,23,3,3,80,1,25,3,3,21,2,1,6
57,No,Travel_Rarely,Research & Development,6,3,Medical,1,843,3,Male,65,3,2,Research Scientist,3,Married,2296,4704,5,Y,No,12,3,4,80,0,3,3,2,1,1,0,1
36,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,844,3,Male,31,2,1,Research Scientist,3,Single,2568,12100,0,Y,No,14,3,3,80,1,9,2,3,5,1,0,0
59,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,845,4,Female,79,4,3,Laboratory Technician,4,Single,2198,2327,3,Y,No,19,3,4,80,2,27,4,1,27,2,2,6
58,No,Travel_Rarely,Human Resources,20,3,Life Sciences,1,846,1,Male,32,3,1,Human Resources,2,Married,8184,25144,4,Y,No,14,3,1,80,0,5,3,4,1,1,1,1
54,No,Travel_Rarely,Sales,16,1,Life Sciences,1,847,1,Male,96,2,2,Sales Executive,3,Divorced,12034,12717,5,Y,No,17,3,4,80,0,10,2,2,8,4,3,0
23,No,Travel_Rarely,Research & Development,26,3,Technical Degree,1,848,2,Male,91,2,3,Laboratory Technician,2,Married,5025,17989,2,Y,No,21,3,4,80,1,7,2,3,6,5,0,6
43,No,Travel_Rarely,Sales,6,2,Technical Degree,1,849,3,Male,43,3,3,Sales Representative,1,Married,1976,22966,3,Y,No,15,4,4,80,1,9,4,2,6,4,4,1
51,Yes,Travel_Frequently,Research & Development,12,3,Life Sciences,1,850,3,Female,52,3,2,Healthcare Representative,4,Single,6620,20229,4,Y,No,23,3,2,80,0,8,3,3,8,7,3,8
23,No,Non-Travel,Sales,19,2,Life Sciences,1,851,4,Male,45,3,2,Sales Executive,4,Single,10498,2932,5,Y,No,12,3,4,80,1,20,2,3,18,17,3,4
54,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,852,4,Male,47,2,3,Healthcare Representative,2,Single,8804,21687,3,Y,No,18,3,3,80,3,13,2,2,10,6,0,8
50,No,Travel_Frequently,Research & Development,13,4,Other,1,853,3,Male,42,2,4,Manufacturing Director,3,Married,4829,4878,1,Y,No,21,3,4,80,1,4,3,3,0,0,0,0
39,No,Travel_Frequently,Research & Development,27,3,Medical,1,854,4,Female,85,4,3,Healthcare Representative,2,Married,4269,24072,2,Y,No,20,3,3,80,0,17,2,3,13,10,1,0
38,No,Travel_Rarely,Research & Development,4,4,Medical,1,855,2,Female,74,1,5,Laboratory Technician,4,Divorced,4806,3445,1,Y,No,25,3,2,80,1,2,3,3,1,1,1,0
23,No,Travel_Frequently,Research & Development,9,3,Medical,1,856,4,Female,69,4,1,Manufacturing Director,1,Married,10251,2299,2,Y,No,20,4,1,80,1,7,3,3,3,2,2,2
23,No,Travel_Rarely,Research & Development,14,3,Medical,1,857,2,Male,60,4,2,Research Scientist,1,Divorced,7755,19572,4,Y,No,12,3,2,80,1,7,3,3,4,1,0,0
21,No,Travel_Rarely,Sales,14,4,Life Sciences,1,858,3,Male,61,3,1,Sales Executive,3,Single,3899,18662,0,Y,No,13,3,4,80,0,6,5,3,4,4,4,2
47,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,859,4,Female,30,4,1,Healthcare Representative,3,Single,3840,25223,7,Y,No,20,3,3,80,1,4,0,1,3,2,2,3
28,No,Travel_Rarely,Sales,5,4,Medical,1,860,3,Female,64,2,4,Sales Executive,3,Divorced,3681,8996,1,Y,No,17,3,4,80,0,22,2,3,19,11,1,1
47,No,Travel_Rarely,Sales,27,3,Medical,1,861,1,Female,65,4,5,Sales Representative,1,Married,2594,7596,1,Y,Yes,15,3,3,80,1,10,0,3,8,1,0,2
48,No,Travel_Rarely,Sales,23,3,Life Sciences,1,862,3,Female,95,2,1,Sales Executive,2,Divorced,11060,13078,2,Y,No,20,3,4,80,0,9,2,3,6,6,3,1
41,No,Non-Travel,Research & Development,19,4,Life Sciences,1,863,3,Male,58,3,1,Laboratory Technician,3,Single,3063,14780,1,Y,No,21,3,2,80,2,4,1,2,0,0,0,0
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,864,4,Female,72,3,2,Laboratory Technician,2,Married,6595,25166,2,Y,Yes,13,4,1,80,1,19,4,3,16,8,3,0
20,No,Travel_Frequently,Sales,13,3,Medical,1,865,3,Female,58,3,4,Sales Representative,4,Married,3304,17336,0,Y,No,22,3,4,80,2,17,2,4,16,9,3,1
48,No,Travel_Rarely,Research & Development,11,2,Medical,1,866,4,Female,72,2,2,Laboratory Technician,1,Single,3691,24256,4,Y,No,12,3,4,80,0,13,5,3,10,2,0,7
57,No,Travel_Frequently,Research & Development,2,3,Other,1,867,3,Male,48,3,1,Manufacturing Director,3,Married,4590,4823,4,Y,Yes,21,3,3,80,1,0,0,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,868,3,Male,93,3,1,Manufacturing Director,4,Married,6816,26371,4,Y,No,16,4,2,80,3,4,3,3,0,0,0,0
53,No,Travel_Frequently,Research & Development,21,3,Life Sciences,1,869,4,Male,60,4,2,Laboratory Technician,2,Single,4206,18791,6,Y,No,20,3,2,80,2,4,6,3,1,1,1,1
41,No,Travel_Rarely,Sales,29,4,Life Sciences,1,870,3,Male,48,3,5,Sales Representative,3,Single,2481,10513,1,Y,No,11,4,3,80,2,2,2,3,0,0,0,0
48,No,Travel_Frequently,Research & Development,3,4,Medical,1,871,4,Male,58,3,2,Research Scientist,4,Single,4971,8895,4,Y,No,18,3,3,80,0,7,2,3,3,2,0,3
23,No,Travel_Rarely,Sales,27,3,Medical,1,872,3,Female,36,4,2,Sales Executive,1,Single,3102,15551,2,Y,Yes,15,4,3,80,0,19,3,3,17,9,4,1
19,Yes,Travel_Rarely,Human Resources,12,5,Marketing,1,873,3,Male,87,4,1,Human Resources,4,Married,12410,21571,4,Y,Yes,15,3,3,80,0,5,3,1,4,4,0,0
37,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,874,1,Male,89,3,2,Manufacturing Director,3,Single,4205,18054,1,Y,No,24,3,3,80,0,0,3,3,0,0,0,0
45,No,Travel_Rarely,Research & Development,1,3,Medical,1,875,2,Male,80,3,3,Research Scientist,2,Single,3291,14243,2,Y,No,12,4,1,80,0,5,2,2,2,2,0,0
28,Yes,Travel_Rarely,Sales,9,4,Other,1,876,2,Male,79,3,2,Sales Executive,3,Divorced,16072,22573,0,Y,No,17,3,4,80,1,4,4,3,0,0,0,0
21,No,Travel_Frequently,Sales,18,4,Other,1,877,4,Female,50,3,2,Sales Executive,2,Married,7656,21217,4,Y,Yes,15,3,4,80,1,3,3,3,0,0,0,0
32,No,Travel_Frequently,Sales,24,4,Human Resources,1,878,2,Male,38,3,4,Sales Representative,4,Married,2869,3020,1,Y,No,18,4,1,80,1,5,2,3,2,2,1,2
23,Yes,Travel_Rarely,Research & Development,26,2,Marketing,1,879,2,Male,63,3,1,Manufacturing Director,4,Married,3057,5430,6,Y,Yes,15,3,2,80,1,6,6,2,2,2,2,1
47,No,Travel_Rarely,Sales,20,3,Other,1,880,2,Female,63,2,3,Sales Executive,4,Divorced,6532,5215,3,Y,Yes,25,3,1,80,0,10,3,3,10,5,0,4
55,No,Non-Travel,Research & Development,6,4,Life Sciences,1,881,1,Female,76,1,2,Healthcare Representative,4,Single,5044,25363,1,Y,No,19,3,4,80,1,25,3,3,25,3,0,2
19,No,Travel_Rarely,Sales,9,3,Life Sciences,1,882,2,Male,53,3,2,Sales Executive,4,Married,8384,9636,8,Y,No,15,3,3,80,0,4,4,3,3,1,1,3
32,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,883,4,Female,57,3,3,Manufacturing Director,3,Married,3302,17472,2,Y,No,23,4,3,80,0,7,3,3,3,3,1,0
28,No,Travel_Rarely,Sales,8,3,Marketing,1,884,4,Female,75,2,4,Sales Executive,2,Single,7485,4449,2,Y,No,13,3,3,80,0,17,1,3,13,13,1,4
25,Yes,Travel_Rarely,Sales,23,4,Other,1,885,4,Female,80,3,2,Sales Representative,3,Married,1283,25852,0,Y,No,23,3,4,80,2,4,3,4,2,2,0,2
43,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,886,4,Male,35,3,1,Manufacturing Director,1,Divorced,4479,17778,3,Y,No,12,3,3,80,3,3,4,3,1,1,1,1
22,No,Travel_Rarely,Research & Development,25,3,Medical,1,887,2,Female,92,3,2,Healthcare Representative,4,Divorced,3393,22648,4,Y,No,15,4,2,80,0,15,3,3,13,11,1,1
23,No,Travel_Rarely,Research & Development,15,2,Marketing,1,888,4,Male,82,2,2,Manufacturing Director,3,Single,3740,7866,0,Y,No,20,3,3,80,0,0,6,3,0,0,0,0
43,No,Travel_Rarely,Sales,1,4,Other,1,889,1,Male,93,4,2,Sales Representative,1,Single,4620,5493,2,Y,No,23,3,4,80,1,7,0,2,6,3,1,0
21,No,Travel_Rarely,Research & Development,14,4,Medical,1,890,2,Male,81,2,3,Manufacturing Director,1,Divorced,9731,13638,3,Y,No,20,3,3,80,1,6,2,2,5,3,0,1
36,No,Travel_Rarely,Research & Development,18,1,Human Resources,1,891,3,Male,89,2,1,Manufacturing Director,2,Married,2459,13432,2,Y,Yes,15,4,2,80,1,5,3,3,2,1,0,2
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,892,1,Female,70,3,2,Manufacturing Director,3,Single,1322,24173,3,Y,No,16,3,4,80,0,3,3,3,2,2,0,2
50,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,893,4,Male,40,2,2,Laboratory Technician,3,Married,2636,8831,2,Y,Yes,12,4,4,80,1,12,2,4,10,5,0,1
37,No,Travel_Rarely,Research & Development,10,2,Medical,1,894,2,Male,33,2,2,Research Scientist,3,Single,9076,10023,2,Y,No,15,4,4,80,0,4,4,4,0,0,0,0
29,No,Travel_Frequently,Sales,20,3,Life Sciences,1,895,4,Male,43,3,3,Sales Executive,3,Single,1831,18103,3,Y,No,25,3,1,80,0,4,2,3,1,1,1,1
18,Yes,Travel_Rarely,Research & Development,21,2,Life Sciences,1,896,3,Male,42,3,1,Healthcare Representative,3,Divorced,3487,2702,0,Y,Yes,11,3,2,80,0,9,0,3,9,3,1,0
43,No,Travel_Rarely,Research & Development,6,3,Marketing,1,897,2,Female,44,3,2,Laboratory Technician,2,Single,8133,19089,2,Y,Yes,13,3,3,80,2,6,5,3,5,4,1,5
31,No,Travel_Rarely,Sales,17,3,Marketing,1,898,4,Male,37,2,5,Sales Representative,1,Single,4745,3114,3,Y,No,13,3,4,80,0,4,2,3,0,0,0,0
55,No,Travel_Rarely,Research & Development,14,4,Marketing,1,899,2,Female,40,3,2,Manufacturing Director,3,Single,9674,15166,1,Y,No,13,3,4,80,1,16,5,3,14,14,5,1
54,No,Non-Travel,Sales,13,4,Life Sciences,1,900,3,Female,52,3,2,Sales Representative,3,Married,1449,2334,2,Y,Yes,25,3,4,80,0,3,2,3,3,1,1,1
28,No,Non-Travel,Research & Development,8,3,Medical,1,901,1,Female,36,4,3,Manufacturing Director,1,Single,4052,4146,0,Y,No,13,3,4,80,0,12,1,3,12,10,6,9
